OTUs,Domain,Phylum,Class,Order,Family,Genus
C11502,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
C11503,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,,
C11504,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11505,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C11506,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified_Peptostreptococcaceae
C11507,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unclassified_Propionibacteriaceae
C11508,Bacteria,unclassified_Bacteria,,,,
C11509,Bacteria,unclassified_Bacteria,,,,
C11510,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,
C11511,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C11512,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C11513,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
C11514,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C11515,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11516,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11517,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11518,Bacteria,unclassified_Bacteria,,,,
C11519,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C11520,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C11521,Bacteria,unclassified_Bacteria,,,,
C11522,Bacteria,unclassified_Bacteria,,,,
C11523,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11524,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Alkanibacter
C11525,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
C11526,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11527,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11528,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C11529,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11530,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11531,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11532,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium
C11533,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,unclassified_Nakamurellaceae
C11534,Bacteria,unclassified_Bacteria,,,,
C11535,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified_Alcaligenaceae
C11536,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unclassified_Paenibacillaceae_1
C11537,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas
C11538,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C11539,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11540,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C11541,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C11542,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11543,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11544,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C11545,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11546,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,unclassified_Sphingomonadales,
C11547,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11548,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11549,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11550,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified_Sphingomonadaceae
C11551,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C11552,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11553,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11554,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unclassified_Paenibacillaceae_1
C11555,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium
C11556,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
C11557,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
C11558,Bacteria,unclassified_Bacteria,,,,
C11559,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Rhizomicrobium,Rhizomicrobium
C11560,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus
C11561,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unclassified_Paenibacillaceae_1
C11562,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter
C11563,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unclassified_Paenibacillaceae_1
C11564,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11565,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,unclassified_Pseudonocardiaceae
C11566,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11567,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C11568,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified_Rhodospirillales,
C11569,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unclassified_Propionibacteriaceae
C11570,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11571,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
C11572,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,Geomicrobium
C11573,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C11574,Bacteria,unclassified_Bacteria,,,,
C11575,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
C11576,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11577,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified_Alcaligenaceae
C11578,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unclassified_Paenibacillaceae_1
C11579,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11580,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11581,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11582,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
C11583,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11584,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11585,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C11586,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11587,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11588,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11589,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11590,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C11591,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11592,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
C11593,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Cerasicoccus
C11594,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C11595,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11596,Bacteria,unclassified_Bacteria,,,,
C11597,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus
C11598,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11599,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C11600,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Haliea
C11601,Bacteria,unclassified_Bacteria,,,,
C11602,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,unclassified_Nannocystaceae
C11603,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
C11604,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11605,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,unclassified_Flammeovirgaceae
C11606,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11607,Bacteria,unclassified_Bacteria,,,,
C11608,Bacteria,unclassified_Bacteria,,,,
C11609,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11610,Bacteria,unclassified_Bacteria,,,,
C11611,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11612,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C11613,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C11614,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11615,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11616,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11617,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11618,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11619,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11620,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified_Burkholderiales,
C11621,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11622,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae
C11623,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,unclassified_Porphyromonadaceae
C11624,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,unclassified_Nocardiopsaceae
C11625,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,unclassified_Flavobacteriales,
C11626,Bacteria,unclassified_Bacteria,,,,
C11627,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11628,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Brumimicrobium
C11629,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Brumimicrobium
C11630,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,unclassified_Micrococcaceae
C11631,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Brumimicrobium
C11632,Bacteria,unclassified_Bacteria,,,,
C11633,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11634,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11635,Bacteria,unclassified_Bacteria,,,,
C11636,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unclassified_Pseudomonadaceae
C11637,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified_Cryomorphaceae
C11638,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,
C11639,Bacteria,unclassified_Bacteria,,,,
C11640,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C11641,Bacteria,unclassified_Bacteria,,,,
C11642,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11643,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas
C11644,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified_Phyllobacteriaceae
C11645,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C11646,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C11647,Bacteria,unclassified_Bacteria,,,,
C11648,Bacteria,unclassified_Bacteria,,,,
C11649,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
C11650,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C11651,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11652,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium
C11653,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
C11654,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium
C11655,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11656,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11657,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C11658,Bacteria,unclassified_Bacteria,,,,
C11659,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C11660,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
C11661,Bacteria,unclassified_Bacteria,,,,
C11662,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11663,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,unclassified_Idiomarinaceae
C11664,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Arenibacter
C11665,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11666,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11667,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11668,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
C11669,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C11670,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified_Cryomorphaceae
C11671,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C11672,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11673,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11674,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11675,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
C11676,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11677,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C11678,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C11679,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C11680,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11681,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11682,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C11683,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C11684,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C11685,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,unclassified_Porphyromonadaceae
C11686,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unclassified_Pseudomonadaceae
C11687,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_incertae_sedis
C11688,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C11689,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11690,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11691,Bacteria,unclassified_Bacteria,,,,
C11692,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C11693,Bacteria,unclassified_Bacteria,,,,
C11694,Bacteria,unclassified_Bacteria,,,,
C11695,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C11696,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
C11697,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified_Peptostreptococcaceae
C11698,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11699,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C11700,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
C11701,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11702,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11703,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudofulvimonas
C11704,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11705,Bacteria,unclassified_Bacteria,,,,
C11706,Bacteria,unclassified_Bacteria,,,,
C11707,Bacteria,unclassified_Bacteria,,,,
C11708,Bacteria,unclassified_Bacteria,,,,
C11709,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C11710,Bacteria,unclassified_Bacteria,,,,
C11711,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11712,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C11713,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
C11714,Bacteria,unclassified_Bacteria,,,,
C11715,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,unclassified_Halomonadaceae
C11716,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
C11717,Bacteria,unclassified_Bacteria,,,,
C11718,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C11719,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacterineae_incertae_sedis,Tomitella
C11720,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C11721,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas
C11722,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11723,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C11724,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
C11725,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
C11726,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11727,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11728,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11729,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11730,Bacteria,unclassified_Bacteria,,,,
C11731,Bacteria,unclassified_Bacteria,,,,
C11732,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
C11733,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11734,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,unclassified_Nocardiopsaceae
C11735,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,unclassified_Marinilabiaceae
C11736,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,unclassified_Nocardiopsaceae
C11737,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C11738,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
C11739,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11740,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11741,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
C11742,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C11743,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C11744,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Kangiella
C11745,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,
C11746,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C11747,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C11748,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11749,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C11750,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unclassified_Pseudomonadaceae
C11751,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11752,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,unclassified_Brucellaceae
C11753,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C11754,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,unclassified_Bacillaceae_2
C11755,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,unclassified_Thermomonosporaceae
C11756,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11757,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C11758,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,unclassified_Brucellaceae
C11759,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11760,Bacteria,unclassified_Bacteria,,,,
C11761,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11762,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C11763,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11764,Bacteria,unclassified_Bacteria,,,,
C11765,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11766,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C11767,Bacteria,unclassified_Bacteria,,,,
C11768,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,unclassified_Alteromonadales,
C11769,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C11770,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,unclassified_Ectothiorhodospiraceae
C11771,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11772,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,unclassified_Nocardiopsaceae
C11773,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
C11774,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11775,Bacteria,unclassified_Bacteria,,,,
C11776,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
C11777,Bacteria,unclassified_Bacteria,,,,
C11778,Bacteria,unclassified_Bacteria,,,,
C11779,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C11780,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11781,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C11782,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
C11783,Bacteria,unclassified_Bacteria,,,,
C11784,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11785,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C11786,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unclassified_Pseudomonadaceae
C11787,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11788,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C11789,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11790,Bacteria,unclassified_Bacteria,,,,
C11791,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C11792,Bacteria,unclassified_Bacteria,,,,
C11793,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus
C11794,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
